"tick","active_firms","total_revenue","mean_revenue","median_revenue","sd_revenue","cv_revenue","zero_revenue_share","sold_out_share","total_unsold_output","total_profit","loss_firm_share","revenue_gini"
31,152,7552.47660383726,49.6873460778767,45.9557645691195,30.4967941380981,0.61377385884727,0.00657894736842105,0.328947368421053,627,-16229.9963429989,0.980263157894737,0.217174656228352
32,151,7846.89732340561,51.9662074397722,50.919671166042,30.005608949433,0.57740617273656,0,0.317880794701987,579,-16417.7730081478,0.986754966887417,0.196996993248412
33,152,8062.52070493572,53.0428993745771,51.7615964441351,31.1777708347894,0.587784061625647,0.00657894736842105,0.328947368421053,548,-16804.0250947024,0.980263157894737,0.207003498482556
34,152,7897.31542680595,51.956022544776,49.7796106231033,32.2048909133914,0.619849044172637,0,0.322368421052632,578,-16837.7830584208,0.986842105263158,0.198881420585967
35,152,8045.48802112898,52.9308422442696,50.7682250154213,24.8163829484171,0.46884541972509,0,0.31578947368421,536,-16882.962095915,0.993421052631579,0.185481607021812
36,153,8102.77491115196,52.959313144784,49.7078693301048,30.8548262325588,0.582613791614057,0.0065359477124183,0.313725490196078,537,-17323.6836260119,0.986928104575163,0.206721282697583
37,153,8044.01968784932,52.5752920774466,51.052856628023,31.9917136268613,0.608493312404915,0.0065359477124183,0.366013071895425,535,-17288.8239670635,0.986928104575163,0.18769998967777
38,156,8281.7643906516,53.0882332734077,51.3637242892767,31.4608340693373,0.592614071508314,0.0192307692307692,0.333333333333333,515,-17754.6263668032,0.980769230769231,0.192100572769259
39,155,8376.64069299611,54.04284318062,50.2431701880491,30.9715232324611,0.573092039753519,0,0.32258064516129,525,-18035.9338620363,0.980645161290323,0.17803937568775
40,155,8409.05402988053,54.2519614831002,50.115811739663,33.8749896711951,0.62440119665991,0,0.380645161290323,508,-18039.5947082013,0.974193548387097,0.202703727569754
41,156,8200.71722550212,52.5687001634751,50.3746066508663,28.423772622529,0.540697649630643,0.00641025641025641,0.378205128205128,524,-17936.0326962085,0.980769230769231,0.187891294271626
42,159,8474.95305535961,53.3015915431422,50.3260923096849,30.6422099241376,0.574883582966483,0.0251572327044025,0.345911949685535,467,-17930.159347097,0.981132075471698,0.199026740926842
43,160,8706.17043277656,54.4135652048535,52.4847689925135,30.2580390230279,0.55607528948184,0.0125,0.40625,454,-18388.5243190388,0.95625,0.189456820175321
44,161,8787.30007904954,54.579503596581,52.9796847880243,29.5982272549495,0.542295647716437,0.0186335403726708,0.434782608695652,444,-18634.9659849578,0.956521739130435,0.191607785658932
